date_year,date_month,comment,rate,bookID,like,lable
1397,2,مضمون قشنگه ولی خب داستان خیلی معمولیه و خیلی حرفه‌ای نیست ینی لازم نیست نویسنده باشی تا اینو بنویسی ، هر کسی میتونه این‌طوری بنویسه,1.0,245.0,2.0,0.0
1394,4,عالی بود . طاقچه واقعا ممنون .,5.0,268.0,0.0,1.0
1397,11,عالی بود مثل بقیه اثار نویسنده محتوای این اثر هم بیان یکی از معضلات اجتماعی البته با زبان طنز بود که به نظرم دقیقا حق مطلب ادا شده_بود,5.0,268.0,1.0,1.0
1394,8,کوتاه و زیبا و ساده …طنز جالبی داشت …در مقایسه با داستان کباب غاز که از کارهای پخته و بسیار عالیه استاد جمالزاده هست این کتاب داستان‌پردازی ساده و طنز کمتری داره و از کارهای اولیه استاد هست .,5.0,268.0,0.0,1.0
1397,1,دروغ چرا ، اولین کتابی بود که به صورت مجازی خوندم ، خیلی عالی بود . هم محتوای طنز و احساسی داشت و هم نرم فزار قوی برای ارائه داشت . دوس داشتم داستانش اون جوری تموم نمی‌شد و از آخر به هم میرسیدن .,5.0,268.0,0.0,1.0
1395,11,خیلی جالب بود خدا رحمتش کنه واقعا فکر زبان و ادبیات فارسی بوده ! آدم اصیلی بوده که با اینهمه سال زندگی خارج از ایران اصالتش رو گم نکرده خوشمان آمد . ! ^_^,5.0,268.0,0.0,1.0
1394,2,خووب بود ، ممنون ک با این کیفیت خوب کتاب‌ها را عرضه می‌کنید .,4.0,268.0,0.0,1.0
1393,8,خیلی ممنون,0.0,268.0,0.0,0.0
1394,6,کوتاه اما زیبا . و از یک جهت نیز وارد شدن واژه‌ها ی غیر فارسی و کاربرد اون‌ها در این زبان رو نمایش می‌داد,5.0,268.0,0.0,1.0
1394,5,سلام . جمالزاده متولد ۱۲۷۰ است که به اشتباه نوشته‌شده ۱۳۰۹,5.0,268.0,0.0,1.0
1397,4,چیزی که جمالزاده بنویسه شیرین‌تر از شیرینه .,5.0,268.0,1.0,1.0
1397,10,واقعا فارسی شکر است !,5.0,268.0,1.0,1.0
1395,6,اثر اجتماعی کم‌نظیر که با طنز همیشگی جمال‌زاده همراه شده و به مسئله همیشگی فرهنگ زدگی و از خود بیگانگی فرهنگی اشاره دارد . خواندن این چند صفحه بر همه واجب است .,4.0,268.0,0.0,1.0
1397,3,من یکی یکدونه از کتابای آقایون بزرگ علوی و هدایت و جمالزاده رو که میگن سه‌تایی بار ادبیات اون دوران رو بدوش کشیدن ، یجورایی مزه مزه کردم ولیکن جمالزاده ، جمالزاده چیز دیگریست عینهو قرمه سبزیست در کنار اسنک و استیک …فارسی تو شکر است ، قند است ، عسل است استاد ، اصلا باقلوای اصل ایران است .,5.0,268.0,8.0,1.0
1394,9,اما اگه ادم قوی‌ای باشی ، کلی چیز میتونی یاد بگیری,4.0,287.0,0.0,1.0
1394,6,قلم جلال آل احمد ممکن است برای هرکسی خوش نباشد و از آن لذت نبرد . جملات کوتاه و ایست‌های بسیار ممکن است از حوصله‌ی برخی افراد از جمله خودم خارج باشد . داستان پیچیدگی خاص خودش رو داره و دائما از مسیر اصلی قصه منحرف میشه .,2.0,287.0,0.0,0.0
1394,6,عالی ؛ نویسنده خود را به چالش کشیده و به آن جواب می‌دهد .,5.0,287.0,0.0,1.0
1398,7,برای من مرکز دایره ، اون چند صفحه‌ی کشتی جلال با مرد شرقی بود که اگر نبود حداقل به نظرم جلال بازی را پیش از شروع و از رسم و آوازه ش باخته_بود ! و یادم باشد که روایت در زمانی است که نه بحث تساوی حقوق به اندازه‌ی الان مطرح بود و نه جمع و نه تفریق . آقای جلال شاید می‌داند در تشک کشتی با گذشته شانسی برای برد ندارد ، ولی خوب است که حداقل کشتی ش را می‌گیرد ! خیلی چیزی نمی‌دانم از آقای جلال و کارهای دیگرش ولی صرفا سعی کردم خلاصه‌ی ذهن و درکم رو از این کار بگم .,5.0,287.0,3.0,1.0
1395,8,خیلی خیلی افتضاح بود,1.0,287.0,0.0,0.0
1396,4,بهترین اسمی که می‌شد برای این کتاب گذاشت همین بود ! واقعا سنگی بر گوری,5.0,287.0,2.0,1.0
1397,2,من آثار جلال آل احمد رو دوست می‌دارم اما معتقدم بیش از حد معمول سیاهنمایی میکنه در هر موضوعی که مینویسه . آل احمد نویسنده همیشه معترض و شایعه‌پراکنی بوده اما قلم ساده و روانش مخاطب رو جلب میکنه .,5.0,287.0,1.0,1.0
1396,9,. خب البته این بهترین کار جلال آل احمد نیست ، اما اگرچه عده‌ای می‌گویند اتوبیوگرافی است ، و در فهرستنویسی هم نوشته خود سرگذشت نامه یا یک همچین اسم زشت و بی ریختی ، چرا خودمان را از نعمت خیالپردازی راجع به کسی که الآن دیگر چیزی ازش باقی نمانده جز سنگی بر گوری محروم کنیم ؟ فضل اول با حالتی داستانی شروع می‌شود ، این فقط یک روایت صرف از زندگی خود آل احمد نیست ، انگار که برایش برنامه داشته آن را به یک کار داستانی تبدیل کند ، چون اصلا قضیه با اصول و چارچوبی هم شروع می‌شود که مختص نوشتن داستان است ، کنش خیزان نداریم ، در عوض روایت سریع وارد اتفاق می‌شود و به مسئله‌ی راوی بر می‌خوریم که طوری بیان‌شده انگار بخواد سیلی بزند تو صورت مخاطب و پاگیرش کند پای داستان و تعلیق و الخ … « ما بچه نداریم . من و سیمین . بسیار خوب . این یک واقعیت . اما آیا کار به همین جا ختم می‌شود ؟ اصلا همین است که آدم را کلافه می‌کند . یک‌وقت چیزی هست . بسیار خوب هست . اما بحث بر سر آن چیزی است که باید باشد . » کاملا داستانی … بدون پر گویی ، با بیان یک سری افکار که نشان دهد این شخصیت تا چه اندازه درگیر بچه نداشتنش است . این چقدر برایش دغدغه است . آن وقت سوال پیش می‌آید که ، آل احمد مگر در خدمت و خیانت روشنفکران را ننوشته_بود ؟ پس واقعا شخصیتی که در کتاب به عنوان جلال پرداخت می‌شود ، افکار درونی آل احمد است ؟ دو حال دارد ، یک اینکه خیر ، آل احمد شخصیت خودش را با تخیل همراه کرده و کمی تغییر داده ، دو اینکه بله ، آل احمد تظاهر را کنار گداشته و خود واقعی‌اش را نشان داده . حالا برویم سراغ فصل‌های بعد ، داستان همچنان خوب پیش می‌رود ، یعنی حداقل یک لحن داستانی و چارچوب دار داریم ، تا برسیم به فصل چهارم و زک ! یک‌دفعه آل احمد پایش را گذاشته روی گاز ، توصیف و تحلیل‌ها جای خودشان را می‌دهند به گزارش وقایع ، و با سرعت و با سرعت و با سرعت . جملات کشیده و دم دستی ، دیگر از آن دقت فصل اول خبری نیست ، از آن جمله‌های دو سه کلمه‌ای ، بازی بازی‌های کلامی ، کنایه‌ها . انگار آل احمد فقط خواسته بنویسد و برسد به حوالی ۱۰۰ صفحه و درش را ببندد بیندازدش کنار . اتفاقا خودش هم می‌گوید در ابتدای فصل چهارم : « اینجوری بود که دیگر اقم نشست … » حالا داستان خودش را می‌گوید یا داستان خودش را نمی‌دانم ، شاید هم هر دو را . اما حالا برگردیم به بالا و حدس و گمان ، می‌شود گفت آل احمد اول خواسته شخصیتی برساخته از شخصیت خودش بزاید ؟ بعد دیده‌ای بابا داستان پیش نمی‌رود ، نا امید شده ، « اقش گرفته » فقط خواسته داستان را آخر برساند و بعد گفته ، ما که تا اینجا آمد ایم ، اسم زنک را که فرضا گذاشته بوده ثریا می‌گذارد همان سیمین خودش ، اسم راوی هم که عباسی چیزی بوده می‌کند جلال ، الباقی هم که اصولا برگرفته بوده از زندگی خودش ، چیز زیادی برای تغییر نمی‌خواسته . بعد هم گفته خب حالا این را می‌دهیم بیرون به عنوان زندگی‌نامه‌ی خودمان ، کار جدید و آوانگارد هم هست ! همه این‌ها حدس همه این‌ها تخیل ، اما هر طور حساب کنیم نمی‌شود آن قوام ۵۰ صفحه اول را با آن ملال ۵۰ صفحه دوم مقایسه کرد … پس یک اتفاقی افتاذه حداقل در ذهن نویسنده که لگد زده به دست‌مایه‌اش ، طردش کرده و سنگ گور را گذاشته برش … چه اتفاقی ؟ باید سنگ شوم بر گورم تت بتوانم ازش بپرسم و بفهمم و بگویمتان …,2.0,287.0,5.0,0.0
1397,12,بلند بلند فکر کردن و بی‌پروا بیان کردن ، فکرهایی که شاید توی سر همه آدم‌ها باشه ، ولی بیانش جرات میخواد ( یا شاید حماقت ),4.0,287.0,4.0,1.0
1397,5,لطفا یکی به من بگه این کتاب ارزش خواندن دارد یاخیر,1.0,287.0,2.0,0.0
1394,3,ساده‌نویسی در این داستان بسیارکارآمداست انگارکه در تفکرات خود سیر می‌کنید . تا امروز چیزی از آل احمد نخوانده_بودم اما امروز با این داستان رغبت بیشتری پیدا کردم .,4.0,287.0,0.0,1.0
1394,9,بسیار عالی و زیبا,4.0,287.0,0.0,1.0
1394,9,بعد از خوندن کتاب یک حس بد اما لذت‌بخش داشتم توصیفش سخته,5.0,287.0,0.0,1.0
1396,4,میسی عالی بود لایک لایک هزارتا,5.0,298.0,0.0,1.0
1398,9,کسی کد تخفیف داره ؟ هر چقدر باشه واقعا ممنون میشم .,5.0,298.0,2.0,1.0
1396,3,عالیه,5.0,298.0,0.0,1.0
1397,8,عالی,5.0,298.0,2.0,1.0
1398,9,سلام و درود . من باید به دلخواه درمورد یکی از شخصیت‌ها شاهنامه تحقیقی رو ارائه بدم . شخصیت جذاب و کمتر شناخته‌شده شاهنامه برای شما کیه ؟ لطفا کمکم کنید .,5.0,298.0,3.0,1.0
1396,6,دوستان صوتی هم داره طاقچه میتونید دانلود کنید,5.0,298.0,0.0,1.0
1398,6,طاقچه جان میشه صوتی اشعار شاهنامه‌ی فردوسی رو بزارید . باتشکر .,5.0,298.0,6.0,1.0
1396,12,عزیزان بهتر است نسخه قدیمی و کامل را مطالعه نمایید . نسخه‌های چهار دهه اخیر تحریف‌شده و حذفیات دارد . بنده ابتدا دریافت نمودم و پس از مشاهده جای خالی ابیات کتاب را حذف کردم از کتابخانه . همیشه به دنبال نسخه‌های معتبر باشید . امان از غارتگران فرهنگ و ادب ایران‌زمین .,1.0,298.0,14.0,0.0
1397,5,میشه بگید کتاب تصحیح کیه ؟ یعنی چاپ مسکوئه یا تصحیح دکتر جلال خالقی مطلق ؟,5.0,298.0,4.0,1.0
1396,4,خوبه ولی چرا بیت بسی رنج کشیدم سال سی عجم زنده کردم در پارسی حذف‌شده,4.0,298.0,0.0,1.0
1397,1,اشعار بسیار زیبایی دارد .,5.0,298.0,2.0,1.0
1398,1,کسی اطلاعی داره که این نسخه چه نسخه‌ای از شاهنامه ست ؟,5.0,298.0,1.0,1.0
1396,12,عالی بهتر که رایگان هم هست,5.0,298.0,1.0,1.0
1395,12,ببینیم مطمئن باشید همه نخونده و فقط برحسب پیش‌زمینه‌های ذهنی خودشون نظر میدن . عنوان کتاب رو میخونن و حدس میزنن حرفش چیه و نظر میدن . حتی بعضی از موافقان هم کتابو نخوندنش .,0.0,358.0,0.0,0.0
1397,3,عالیه واقعا بهترین کتاب بود که خودم .,5.0,358.0,5.0,1.0
1396,10,ارزش خوندن هم نداره چه برسه به نقد کردن,1.0,358.0,11.0,0.0
1396,3,از اسمش مشخصه چرته,1.0,358.0,3.0,0.0
1396,1,توضیح و تبیین فمینیسم به شدت برای جامعه ما لازمه,5.0,358.0,0.0,1.0
1396,4,تو رو خدا کتابو بردارید . اسم کتاب و باید میزاشت مرگ بر زنان حیف وقتی ک گذاشتم .. انگار کتاب نبرد من آدولف هیتلره با این تفاوت ک بجای یهودی‌ها زنان منفور دونسته شدن اگر میخواید فمنیسم رو نقد کنید حرف دو طرف رو بزارید ن ک فقط یه طرف بیاد اینجوری توهین کنه,0.0,358.0,10.0,0.0
1397,1,فمینیسم دشمن خانواده ! برابری انقدر تحملش سخته ؟,0.0,358.0,10.0,0.0
1396,11,واقعاا مناسفیم برا همچین احمقی که این کتاب رو نوشته,0.0,358.0,12.0,0.0
1396,9,"نخوندمش ولی از همین الان میتونم بگم مزخرفه,کسی که هنوز معنی فمنیسم رو نمیفهمه بهتره دهنشو ببنده !",1.0,358.0,7.0,0.0
1396,4,,5.0,358.0,0.0,1.0
1397,4,گندترین کتاب می‌تونه باشه اصلن درست نیست این …من خودم فمنیست هستم …ن فمنیست مشروطیت که غلط است …فمنیست یعنی کسی ک در مسائل سیاسی ، اقتصادی ، فرهنگی و …خواهان حقوق برابر برای زنا هم هست متاسفم واقعن حتمن حتمن کتاب مانیفست یک فمنیست در پانزده پیشنهادو ما همه باید فمنیست باشیم رو بخونید …,1.0,358.0,9.0,0.0
1395,12,اتفاقا من از طاقچه سپاسگزارم . باید اینگونه مطالب را بخوانیم و مقایسه کنیم با کتاب‌های سیمون دوبوار ، هانا آرنت ، ویرجینیا وولف و امثال این بانوان . این کتاب یا در اصل کپی چند مقاله و کنار هم گذاشتن آنها حتی توهین به شخصی هست که از نظر فکری با ایدئولوژی این به ظاهر کتاب قرابت دارد . اینگونه مطالب اتفاقا بدون داوری اینکه خوب هست یا بد ، دقیقا معکوس عمل می‌کند و به دلیل ضعف وحشتناک نبود استدلال‌های منطقی ، علمی و به‌روز جز دافعه حاصل دیگری ندارد .,0.0,358.0,0.0,0.0
1395,11,سلام به نظرمن ازجمله کتابهایی هست که درموردمحتواش بازهم میشه درطاقچه قراردادچون موضوعش برای نسل الان لازمه,5.0,358.0,0.0,1.0
1396,4,پایانش خیلی باز بود ینی اصلا پایان نداشت مزایای منزوی بودن بهتره,4.0,360.0,0.0,1.0
1397,3,من ک اصلا دوسش نداشتم . من خود کتابو خریدم حیف ۱۲ تومن,1.0,360.0,2.0,0.0
1394,10,عاشق این کتابم !,5.0,360.0,0.0,1.0
1394,5,خواندم روایت از دوران نوجوانی در دهه ۵۰ میلادی بود,5.0,360.0,0.0,1.0
1396,11,شخصیت‌پردازی قوی و بسیار واقعی بود شاهکار جی دی سلینجر,5.0,360.0,3.0,1.0
1394,5,کتاب خیلی خوبی بود . دوسش داشتم,1.0,360.0,0.0,0.0
1395,8,بی‌نظیر و بسیار خواندنی به دوستداران کتاب واقعا پیشنهاد میشه,5.0,360.0,0.0,1.0
1393,12,یکی از بهترین کارای سلینجر,0.0,360.0,0.0,0.0
1394,8,عالیه . قیمت کتابها روکمترکنید,5.0,360.0,0.0,1.0
1394,3,خیلی طرح خوبی بود باز هم کتاب نیم‌بها کنید,5.0,360.0,0.0,1.0
1395,9,اگر برای بار اول به ظاهر کتاب و ترجمه‌ش نگاه کنی مشکلی نمی‌بینی ، ولی کسایی که متن اصلی یا ترجمه محمود کریمی رو خونده باشه میدونن که این ترجمه پر از اشتباهای کوچیک و بزرگه . مترجم خیلی از جاها متوجه منظور نویسنده نشده و اشتباه ترجمه کرده .,1.0,360.0,0.0,0.0
1396,4,این ترجمه پر از سانسوره ، ترجمه محمد نجفی خیلی بهتره چرا که مارو با چیزی که واقعا سلینجر نوشته روبه‌رو میکنه نه با مودب تر‌اش !,2.0,360.0,5.0,0.0
1397,2,خیلی کتاب خوبی بود و میتونم بگم تنها کتابی بود که باهاش خندیدم,5.0,360.0,1.0,1.0
1398,6,با سلام البته من یه ترجمه دیگه رو خوندم . راستش خودم اصلا کتاب رو متوجه نشدم …اول گفتم شاید مشکل از منه برای همین به مادرم که توی نویسندگی واردترند دادم ولی ایشون حتی بیشتر از من به نظرشون کتاب بی محتوایی بود . با عرض پوزش از طرفداران این کتاب,1.0,376.0,1.0,0.0
1395,10,خیلی قشنگه . واقعا وقتی کتابو میخونی انگار تو اون شهر زندگی می‌کنی بین اون ادمها,5.0,376.0,0.0,1.0
1398,6,رمان بسیار دوست‌داشتنی فقط اسامی شخصیت‌ها پیچیده_بود که این موضوع کاملا طبیعی وقتی ادبیات ملل رو مطالعه می‌کنی داستان فوق‌العاده بود,5.0,376.0,1.0,1.0
1396,9,با درود من عضو جدید هستم و ساکن دانمارک مشکل من اینه که من گزینه خرید کتاب برام ظاهر نمی‌شه و من فقط می‌تونم نمونه کتابها رو دریافت کنم و کتابهای رایگان رو دانلود کنم مشکل چیه ؟ راهنمایی بفرمایید در ضمن من به هر طریقی شماره تلفنم رو میخوام ثبت کنم پیام میاد که اشتباه نوشته‌شده در هر حالیکه چه به ارقام فارسی چه لاتین چه با کد کشور و بدون کد امتحان کردم اما بی‌نتیجه بوده لطفا راهنمایی بفرمایید سپاسگزارم فریبا ابراهیم احمدی,4.0,376.0,1.0,1.0
1397,10,باسلام سوالی از دوستانی که خصوصاکتاب راجع به فرهنگهای مختلف خوانده انددارم آیا مشاهده کرده ایددر هیچ فرهنگی اشاره‌شده باشدبه اینکه پدرها با آگاهی دختران خود راپیش کسانی مثل فرماندهان جنگ وکلا کسانی که شجاع هستند بفرستند برای حامله شدن وبه قول خودمونی ژن خوب وبرتر وبچه شجاعی داشته_باشند آنگونه که در این کتاب اشاره‌شده است !!!!,5.0,376.0,0.0,1.0
1395,10,عالی بود ، از خوندنش لذت بردم با کتاب گریه کردم ، خندیدم و خیلی غصه خوردم به حال شخصیتها و اینکه هنگام خوندنش آرزو می‌کردم که‌ای کاش این کتاب هم یه جادو بود ، کتابی که هیچ وقت تمام نمی‌شد,5.0,376.0,0.0,1.0
1398,5,لطفا این کتاب را در کتابخانه قراردهید .,5.0,376.0,1.0,1.0
1398,2,من نسخه کاغذشو خوندم .. توی بی پولی خریدمش .. و موقع خوندنش هر چند صفحه یه بار برمیگشتم ، جلد کتابو نگاه می‌کردم .. می‌گفتم واقعا تو چرا نوبل گرفتیی ؟ کی به تو نوبل داده ؟؟؟ اون قدری هم کتابای جورواجور خونده م که متوجه سبک و قلم یه کتاب بشم ، ولی خوشم نیومد ازش هیچ وقت .. حتی چند بار دیگه هم برش داشتم و خوندمش گفتم شاید من بی‌سواد باشم با یه بار خوندم حرف و هدف نویسنده حالیم نشده .. ولی … . البته من یه نظر کلی دارم و اونم اینه که یه سری کتابا باید خونده بشن .. و صدسال تنهایی یکی از اوناست .. چون اگه ادعای کتابخونیت بشه و از مارکز و داستایوفسکی و چخوف و اینا چیزی نخونده باشی خیلی خنده داره,2.0,376.0,15.0,0.0
1395,7,یکی از بهترین کتابایی که خوندم : ) ) ) ) مشکل از کتاب نیست که شما درکش نکردین : ' },5.0,376.0,1.0,1.0
1397,9,اورسولا : « زمان نمی‌گذرد بلکه فقط خود را تکرار می‌کند . » این جمله توصیف حال و روز زندگی این آدم هاست که مدام خودشون ، اسمشون ، تنهایی شون ، زندگیشون و وقایق رو مثل کابوسی که راه نجاتی ازش نیست تکرار می‌کنند تکرار می‌کنند . بی نظیره این کتاب . ( من تنها نسخه‌ای از ترجمه بهمن فرزانه که میشه با حداقل سانسور پیدا کرد رو خوندم چون تو نسخه جدیدش حذفیات به شکلی که باعث شده خواننده جنبه‌های دیگه اتفاقات ، رفتار و شخصیت این آدم‌ها رو ندونه و نشناشه . ),4.0,376.0,11.0,1.0
1397,5,عالیه,5.0,376.0,0.0,1.0
1398,6,یکی از بهترین رمانهایی بود که خوندم …از اون رومانایی که باید قلمو کاغذ کنارت باشه تا شخصیتارو ثبت کنی,5.0,376.0,1.0,1.0
1395,9,اولش ارتباط گرفتن باهاش سخته ولی رفته‌رفته خیلی خیلی بهتر میشه آدم از خوندنش لذت میبره بعد یه مدتی کاملا احساس می‌کنی که اونجایی انگار !!,5.0,376.0,0.0,1.0
1398,8,تنها کتاب فارسی کودک و نوجوان بدون شک عالی,5.0,503.0,2.0,1.0
1398,4,داستان جذابی بود … و پرواز را یاد بگیر نه برای اینکه از زمین جدا باشی ؛ برای این‌که به اندازه فاصله زمین تا آسمان گسترده_شوی .,5.0,503.0,4.0,1.0
1398,3,فکر می‌کنم مناسب برای کودکان و نوجوانان ۱۰ تا ۱۳ - ۱۴ سال باشه . هرچند شاید بزرگتر‌ها هم بتونن ازش استفاده ببرن . کمک میکنه به روحیه جستوگری و محدود نکردن ذهن به واقعیات روزمره و دم دستی .,5.0,503.0,1.0,1.0
1397,12,مگه میشه دوستش نداشت ، آموزنده ، مفید ، مناسب هر سنی ، چقد خوش گذشت مطالعه این کتاب,5.0,503.0,5.0,1.0
1398,9,واقعا منحصر به فرده در غالب بچه‌گانه مخاطب بزرگسال باشه,5.0,503.0,2.0,1.0
1397,10,سنه قوربان الوم صمد بهرنگی ۳,5.0,503.0,1.0,1.0
1397,6,کتابی در حد و اندازه‌های جهانی . شاید اگر نویسنده غربی بود این کتاب هم به اندازه شازده کوچولو یا جاناتان مرغ دریایی در جهان شناخته_می‌شد . یاد صمد بهرنگی عزیز گرامی و روحش شاد .,5.0,503.0,6.0,1.0
1398,9,چه زبان ساده و قلم روانی داره این نویسنده,5.0,503.0,2.0,1.0
